host_id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
127035418,"Perpignan, France",within an hour,90%,69%,t,2,5,t,t,41.8606,3.14654,Entire home,Entire home/apt,10,2,4,7,273,4,60,1,4,60,60,4,60,t,28,58,88,342,11,4,0,5,5,4,5,5,5,5,f,1,1,0,0,0
127237009,,within an hour,93%,80%,f,1,1,t,t,42.11489105,3.138967991,Entire condo,Entire home/apt,8,2,3,5,193,7,31,7,7,31,31,7,31,t,28,58,88,178,34,3,0,5,5,5,5,5,5,5,f,1,1,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11006,3.1494,Entire home,Entire home/apt,6,1,3,6,102,1,365,4,14,999,999,5,999,t,0,0,0,100,19,2,0,4,4,4,5,5,5,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11066,3.14793,Entire home,Entire home/apt,5,1,2,3,81,1,365,4,14,999,999,5,999,t,0,0,17,220,17,1,0,4,4,4,5,4,5,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11352,3.13331,Entire home,Entire home/apt,5,2,2,4,311,1,365,5,5,999,999,5,999,t,0,0,0,0,4,0,0,4,4,4,5,5,4,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.1119,3.14122,Entire home,Entire home/apt,5,0,0,4,86,1,365,4,14,999,999,5,999,t,0,0,9,229,18,1,0,4,4,4,4,4,5,5,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.10971,3.17024,Entire home,Entire home/apt,7,2,2,4,311,1,365,5,5,999,999,5,999,t,0,0,0,0,7,0,0,4,4,4,4,4,5,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11081,3.15616,Entire home,Entire home/apt,9,1,4,8,246,1,365,5,14,999,999,6,999,t,0,0,0,72,9,0,0,4,4,3,4,4,5,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11246,3.13105,Entire home,Entire home/apt,6,0,0,3,125,1,365,7,7,999,999,7,999,t,0,0,0,63,5,1,0,5,5,4,4,5,5,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11316,3.13746,Entire home,Entire home/apt,6,1,3,5,88,1,365,4,14,999,999,5,999,t,0,0,17,243,8,0,0,4,4,4,4,4,4,4,t,68,68,0,0,0
117751526,,within an hour,100%,100%,f,68,77,t,t,42.11508,3.14392,Entire rental unit,Entire home/apt,5,2,2,4,311,1,365,12,12,999,999,12,999,t,0,0,0,0,5,0,0,5,5,5,4,5,5,5,t,68,68,0,0,0
127300118,"Sant Feliu de GuÃ­xols, Spain",within a few hours,100%,100%,f,76,92,t,t,41.77449,3.0303,Entire rental unit,Entire home/apt,4,2,2,4,311,1,365,31,31,999,999,31,999,t,0,0,0,0,3,0,0,5,5,5,4,5,5,4,t,67,65,2,0,0
127300118,"Sant Feliu de GuÃ­xols, Spain",within a few hours,100%,100%,f,76,92,t,t,41.77926,3.02742,Entire rental unit,Entire home/apt,5,2,2,4,311,1,365,31,31,999,999,31,999,t,0,0,0,0,6,2,0,4,5,5,5,4,5,4,t,67,65,2,0,0
127300118,"Sant Feliu de GuÃ­xols, Spain",within a few hours,100%,100%,f,76,92,t,t,41.79086,3.04606,Entire rental unit,Entire home/apt,9,2,2,4,311,1,365,31,31,999,999,31,999,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,t,67,65,2,0,1
127300118,"Sant Feliu de GuÃ­xols, Spain",within a few hours,100%,100%,f,76,92,t,t,41.79193,3.04787,Room in aparthotel,Private room,4,2,2,4,311,1,365,31,31,999,999,31,999,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,t,67,65,2,0,1
11724528,"Sitges, Spain",within a day,100%,94%,f,5,27,t,t,42.41435,1.91897,Entire chalet,Entire home/apt,8,4,3,4,303,2,1125,2,2,1125,1125,2,1125,t,17,32,62,297,62,2,0,5,4,5,5,5,5,4,f,2,2,0,0,1
127358633,,within a few hours,100%,89%,f,1,1,t,t,42.31665,3.1315,Entire home,Entire home/apt,9,2,4,6,250,7,240,7,7,240,240,7,240,t,0,0,0,140,2,0,0,5,5,5,5,4,5,5,f,1,1,0,0,0
96141554,"ArbÃºcies, Spain",within an hour,100%,99%,t,6,6,t,t,41.84318,2.47302,Private room in cottage,Private room,2,1,1,2,165,1,1125,1,2,30,30,1,30,t,16,44,63,64,100,31,2,5,5,5,5,5,5,5,t,6,2,4,0,1
127475331,,within a few hours,88%,44%,f,1,1,t,t,42.10482,3.13651,Entire home,Entire home/apt,6,2,3,3,100,7,60,7,7,60,60,7,60,t,0,0,0,167,7,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0
122338166,"Lloret de Mar, Spain",within a day,100%,94%,f,64,64,t,f,41.69896,2.84211,Entire rental unit,Entire home/apt,6,2,2,4,311,2,1125,2,2,1125,1125,2,1125,t,28,58,88,333,11,0,0,4,4,5,4,4,4,4,f,64,64,0,0,0
122338166,"Lloret de Mar, Spain",within a day,100%,94%,f,64,64,t,f,41.69973,2.84001,Entire rental unit,Entire home/apt,4,1,1,3,85,2,1124,2,2,1124,1124,2,1124,t,23,53,83,336,23,4,0,5,4,4,4,5,5,5,f,64,64,0,0,0
128072237,,a few days or more,0%,89%,f,1,1,t,t,42.28583,3.28438,Entire home,Entire home/apt,16,2,10,4,311,5,1125,1,5,1125,1125,5,1125,t,0,0,0,238,11,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0
112535113,"Vic, Spain",within an hour,100%,86%,t,1,2,t,t,41.78726,3.02739,Entire home,Entire home/apt,6,3,3,7,300,2,21,2,4,21,21,2,21,t,1,30,60,276,90,26,0,5,5,5,5,5,5,5,f,1,1,0,0,2
47345491,,within a day,100%,100%,f,1,1,t,t,42.04341,3.19618,Entire rental unit,Entire home/apt,2,1,1,1,61,3,60,3,3,60,60,3,60,t,27,57,87,270,18,3,0,5,5,5,5,5,5,5,f,1,1,0,0,0
5106553,"Girona, Spain",within a few hours,100%,100%,f,1,1,t,t,41.74608,2.64241,Entire rental unit,Entire home/apt,7,1,3,5,60,5,1125,1,5,1125,1125,5,1125,t,0,0,0,85,59,8,0,5,5,5,5,5,5,5,t,1,1,0,0,1
74256581,"Catalonia, Spain",within a few hours,100%,98%,t,3,4,t,t,42.25418,3.18823,Entire home,Entire home/apt,10,4,5,8,650,7,21,7,7,21,21,7,21,t,0,4,4,17,9,1,0,5,5,5,5,5,5,4,f,3,3,0,0,0
88993633,"Terrassa, Spain",within an hour,93%,58%,t,1,1,t,t,42.12209,2.63863,Entire home,Entire home/apt,8,1,4,6,150,2,1125,2,2,1125,1125,2,1125,t,0,0,0,89,64,5,0,5,5,5,5,5,5,5,f,1,1,0,0,1
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.12679,3.1365,Entire rental unit,Entire home/apt,5,1,2,4,78,1,1125,1,2,2,1125,1,666,t,0,0,0,183,11,4,0,4,5,5,5,5,5,4,t,395,394,1,0,0
23324405,"L'Escala, Spain",within an hour,100%,92%,f,72,73,t,t,42.11057,3.1403,Entire home,Entire home/apt,6,1,3,4,100,4,1125,4,4,1125,1125,4,1125,t,0,0,22,22,32,2,0,5,5,5,5,5,5,5,f,69,69,0,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.05039,3.19168,Entire rental unit,Entire home/apt,5,1,2,5,95,1,1125,1,2,2,1125,1,673,t,23,53,83,175,3,1,0,3,4,4,3,3,4,2,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.0496,3.19115,Entire rental unit,Entire home/apt,6,1,2,5,83,1,1125,1,2,2,1125,2,231,t,23,53,83,345,3,0,0,3,4,3,3,3,4,3,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04953,3.19065,Entire rental unit,Entire home/apt,5,1,2,6,95,1,1125,1,2,2,1125,1,668,t,23,53,83,175,2,0,0,3,3,4,4,4,4,2,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04934,3.1896,Entire rental unit,Entire home/apt,4,1,1,3,74,1,1125,1,2,47,1125,2,204,t,23,53,83,358,8,2,0,5,5,4,5,5,5,4,t,395,394,1,0,0
65050270,,within an hour,100%,100%,t,1,1,t,t,41.95432,3.2085,Entire rental unit,Entire home/apt,4,1,2,3,103,3,1125,2,5,1125,1125,3,1125,t,22,52,82,299,139,19,0,5,5,5,5,5,5,5,t,1,1,0,0,2
101274294,"MaiÃ  de Montcal, Spain",within an hour,95%,100%,f,12,13,t,t,42.19605,2.75215,Entire cottage,Entire home/apt,12,2,4,9,176,2,1125,1,4,546,546,2,546,t,18,32,53,270,196,18,1,5,5,5,5,5,5,4,t,12,4,8,0,2
116201807,Netherlands,within an hour,100%,100%,f,59,88,t,t,41.71279,2.84974,Entire home,Entire home/apt,10,2,4,4,311,3,1125,3,3,1125,1125,3,1125,t,0,0,0,0,5,0,0,4,4,4,5,4,5,4,t,50,50,0,0,0
127815221,"Catalonia, Spain",within a day,100%,93%,f,2,2,t,t,42.14653,2.99151,Entire cabin,Entire home/apt,4,1,2,4,70,5,1125,5,5,1125,1125,5,1125,t,0,0,14,204,103,10,0,5,5,5,5,5,5,5,f,2,2,0,0,1
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.05026,3.19167,Entire rental unit,Entire home/apt,4,1,1,3,79,1,1125,1,2,2,1125,1,909,t,0,0,0,84,3,2,0,5,5,5,4,5,5,4,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04884,3.18969,Entire rental unit,Entire home/apt,4,1,1,3,74,1,1125,1,2,47,1125,2,413,t,0,0,4,279,10,2,0,4,5,4,5,5,5,4,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.05032,3.1894,Entire rental unit,Entire home/apt,4,1,1,3,74,1,1125,1,2,47,1125,2,413,t,0,0,4,279,4,2,0,4,4,4,4,4,4,4,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04928,3.19079,Entire rental unit,Entire home/apt,4,1,1,3,72,1,1125,1,2,47,1125,2,204,t,23,53,83,358,6,1,0,4,4,4,5,5,4,4,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04905,3.18955,Entire rental unit,Entire home/apt,4,1,1,3,72,1,1125,1,2,47,1125,2,204,t,23,53,83,358,5,0,0,3,4,4,4,4,4,3,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04892,3.18926,Entire rental unit,Entire home/apt,4,1,1,3,74,1,1125,1,2,47,1125,2,543,t,0,0,0,231,2,1,0,3,4,2,4,3,4,2,t,395,394,1,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.04959,3.18919,Entire rental unit,Entire home/apt,4,1,1,3,74,1,1125,1,2,47,1125,2,204,t,23,53,83,358,1,0,0,4,3,3,5,5,5,5,t,395,394,1,0,0
14939844,"Barcelona, Spain",within an hour,100%,77%,t,1,1,t,t,42.42866,1.92888,Entire rental unit,Entire home/apt,6,2,3,5,137,2,1125,2,2,1125,1125,2,1125,t,24,47,74,347,116,12,2,5,5,5,5,5,5,4,f,1,1,0,0,1
80894636,"CadaquÃ©s, Spain",within an hour,100%,100%,f,6,7,t,t,42.29168,3.28098,Entire rental unit,Entire home/apt,2,1,1,2,122,2,1124,2,3,1125,1125,2,1125,t,20,50,80,353,324,46,0,5,5,5,5,5,5,5,t,5,5,0,0,4
127372654,"Montech, France",within an hour,100%,100%,t,1,1,t,t,42.24835,3.11749,Entire rental unit,Entire home/apt,4,1,1,1,42,7,120,1,7,120,120,7,120,t,0,30,60,286,63,16,1,5,5,5,5,5,5,5,t,1,1,0,0,1
104620282,"Muiderberg, Netherlands",within an hour,100%,78%,t,2,2,t,t,41.94705963,3.199249983,Entire home,Entire home/apt,4,1,2,2,220,7,21,7,7,21,21,7,21,t,0,0,0,7,49,6,0,5,5,4,5,5,5,5,f,1,1,0,0,1
128380878,,within a day,100%,100%,f,1,1,t,t,41.805283,3.059968,Entire condo,Entire home/apt,6,2,3,4,114,7,1125,7,7,1125,1125,7,1125,t,0,0,0,42,10,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0
128116960,"Barcelona, Spain",within an hour,100%,100%,t,3,3,t,t,41.66496,2.78288,Entire rental unit,Entire home/apt,4,1,2,3,130,5,1125,5,5,1125,1125,5,1125,t,26,56,73,146,29,8,1,5,5,5,5,5,5,5,f,1,1,0,0,0
128506684,,within an hour,100%,100%,f,3,3,t,t,41.70882,2.89277,Entire loft,Entire home/apt,4,1,0,3,91,2,1125,2,2,1125,1125,2,1125,t,29,59,89,179,105,16,0,5,5,5,5,5,5,4,f,2,2,0,0,1
18240880,"Girona, Spain",within an hour,89%,100%,t,37,104,t,t,41.98546,2.82531,Entire rental unit,Entire home/apt,4,1,1,2,150,2,1125,2,2,364,364,2,364,t,26,56,86,326,180,23,0,5,5,5,5,5,5,5,t,36,32,4,0,2
35208996,"Catalonia, Spain",within an hour,100%,64%,f,30,46,t,t,41.69587,2.82703,Entire rental unit,Entire home/apt,5,2,2,4,214,2,500,2,3,500,500,3,500,t,27,29,59,181,68,20,1,5,5,5,5,5,5,4,f,29,29,0,0,1
127648505,"Tossa de Mar, Spain",within an hour,93%,50%,f,1,1,t,t,41.72249,2.93245,Entire rental unit,Entire home/apt,3,2,1,4,311,15,90,15,15,90,90,15,90,t,0,0,0,0,29,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0
129363177,"Catalonia, Spain",within a few hours,100%,84%,t,43,48,t,t,41.9358,3.21105,Entire condo,Entire home/apt,4,1,2,3,120,5,30,5,7,30,30,5,30,t,0,0,0,253,39,3,0,5,5,5,5,5,5,4,f,36,36,0,0,0
45927707,"Girona, Spain",within an hour,95%,93%,f,35,67,t,t,42.05048,3.19522,Entire home,Entire home/apt,6,2,3,5,138,4,1125,4,7,364,364,4,364,t,30,60,90,348,18,2,0,4,5,5,5,5,5,4,f,31,31,0,0,0
1298586,"Tossa de Mar, Spain",within an hour,91%,95%,t,127,130,t,t,41.72132,2.93251,Entire rental unit,Entire home/apt,5,1,2,4,180,2,1125,2,10,1125,1125,4,1125,t,28,58,88,339,29,1,0,5,5,5,5,5,5,5,t,113,113,0,0,0
100195385,"Olot, Spain",within a day,94%,57%,t,19,25,t,t,42.23914,2.69564,Entire townhouse,Entire home/apt,8,2,3,7,331,2,1125,2,4,5,1125,2,767,t,27,57,87,122,0,0,0,5,5,5,5,5,5,4,f,19,19,0,0,1
100195385,"Olot, Spain",within a day,94%,57%,t,19,25,t,t,42.23983,2.69594,Entire townhouse,Entire home/apt,6,2,3,5,303,2,1125,2,4,5,1125,2,767,t,27,57,87,122,1,1,0,5,5,5,5,5,5,5,f,19,19,0,0,0
128519190,"Basel, Switzerland",within an hour,93%,100%,f,1,1,t,t,41.66129,2.78112,Entire condo,Entire home/apt,6,1,2,4,161,5,1125,5,5,1125,1125,5,1125,t,30,60,90,365,26,3,0,4,4,4,5,4,5,4,t,1,1,0,0,0
128527973,"Dortmund, Germany",within an hour,93%,100%,f,2,2,t,t,42.27574,3.15299,Entire home,Entire home/apt,4,1,2,4,120,7,1125,7,7,1125,1125,7,1125,t,0,0,0,43,12,1,0,5,5,5,5,5,5,4,t,2,2,0,0,0
128556761,"Barcelona, Spain",within an hour,93%,89%,f,1,1,t,t,41.8086,3.05467,Entire condo,Entire home/apt,6,2,3,4,311,7,1125,7,7,1125,1125,7,1125,t,4,6,6,6,7,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0
95415596,"Torroella de MontgrÃ­, Spain",within an hour,94%,100%,f,414,487,t,t,42.05069,3.19318,Entire rental unit,Entire home/apt,4,1,1,3,86,1,1125,1,2,2,1125,2,586,t,0,0,4,210,0,0,0,5,5,5,5,5,5,4,t,395,394,1,0,1
23819590,"Girona, Spain",within an hour,100%,100%,t,10,11,t,t,41.98558,2.81798,Entire rental unit,Entire home/apt,2,1,1,2,79,7,1125,4,7,1125,1125,7,1125,t,0,6,36,244,149,22,0,5,5,5,5,5,5,5,t,10,10,0,0,2
8839069,"Parets d'EmpordÃ , Spain",within a day,100%,100%,f,3,3,t,t,42.16599,2.89037,Private room in bed and breakfast,Private room,2,1,1,2,119,1,1125,1,4,30,30,2,30,t,28,58,88,357,0,0,0,5,5,5,5,5,5,4,t,3,0,3,0,1
12346740,"PalamÃ³s, Spain",within an hour,100%,100%,f,57,69,t,t,41.88108,3.17691,Entire rental unit,Entire home/apt,2,1,1,1,68,1,365,1,7,365,365,2,365,t,13,30,54,301,194,16,0,5,5,4,5,5,5,4,t,53,53,0,0,2
23324405,"L'Escala, Spain",within an hour,100%,92%,f,72,73,t,t,42.11124,3.13933,Entire home,Entire home/apt,6,2,3,4,311,5,1125,5,5,1125,1125,5,1125,t,0,0,0,0,15,1,0,4,5,4,5,4,5,4,f,69,69,0,0,0
18876540,"Barcelona, Spain",within an hour,100%,78%,f,3,3,t,t,41.66782,2.77412,Entire rental unit,Entire home/apt,4,1,2,2,63,4,28,4,4,28,28,4,28,t,23,53,83,264,169,23,0,5,5,5,5,5,4,5,f,1,1,0,0,2
58819610,"Ramonville-Saint-Agne, France",within an hour,93%,100%,f,1,1,t,t,42.24038,3.12458,Entire condo,Entire home/apt,4,1,2,5,109,7,1124,7,7,1125,1125,7,1125,t,0,0,0,9,14,0,0,5,4,4,5,5,5,4,f,1,1,0,0,0
10450924,"Badalona, Spain",within an hour,90%,100%,f,20,42,t,t,42.23837,3.12426,Entire rental unit,Entire home/apt,6,1,2,4,126,1,365,4,31,999,999,5,999,t,27,57,87,353,8,1,0,4,4,4,5,4,5,4,t,20,20,0,0,0
29020859,"Begur, Spain",within an hour,100%,95%,f,28,76,t,t,41.95831,3.20155,Entire chalet,Entire home/apt,6,2,3,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,6,2,0,5,5,5,5,5,5,5,t,26,26,0,0,0
33902031,"Pals, Spain",within a day,100%,84%,f,30,52,t,t,41.98107,3.19728,Entire home,Entire home/apt,6,2,3,4,311,1,1125,1,7,30,1125,4,516,t,0,0,0,53,7,0,0,4,4,4,5,5,4,4,f,30,30,0,0,0
33902031,"Pals, Spain",within a day,100%,84%,f,30,52,t,t,41.92548,3.19009,Entire home,Entire home/apt,8,4,4,5,531,3,1125,1,7,30,1125,4,751,t,0,0,11,156,9,8,0,5,5,4,4,5,5,4,f,30,30,0,0,0
128899205,"Girona, Spain",within an hour,100%,100%,t,1,1,t,t,41.88056,2.50985,Entire home,Entire home/apt,10,3,4,10,82,2,1125,2,3,1125,1125,2,1125,t,23,49,79,332,175,20,2,5,5,5,5,5,5,5,t,1,1,0,0,2
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85925,3.14553,Entire home,Entire home/apt,4,2,1,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86169,3.14641,Entire home,Entire home/apt,4,2,1,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128670184,,within an hour,93%,100%,f,1,1,t,t,41.95297,3.22873,Entire home,Entire home/apt,8,4,4,6,519,6,28,6,6,28,28,6,28,t,0,0,0,185,6,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0
128674111,,within an hour,93%,100%,f,1,1,t,t,41.6974,2.83372,Entire condo,Entire home/apt,4,2,2,3,140,3,90,3,7,90,90,4,90,t,0,1,31,215,22,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85858,3.14447,Entire home,Entire home/apt,8,2,4,4,311,1,1125,7,7,1125,1125,7,1125,t,0,0,0,0,1,0,0,4,4,4,4,4,4,5,f,55,55,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85881,3.14676,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,4,0,0,4,4,4,4,4,5,4,f,55,55,0,0,0
122338166,"Lloret de Mar, Spain",within a day,100%,94%,f,64,64,t,f,41.69831,2.84199,Entire rental unit,Entire home/apt,6,1,2,5,126,2,1125,2,2,1125,1125,2,1125,t,23,53,83,325,3,0,0,5,5,5,5,5,5,5,f,64,64,0,0,0
39998420,,within a day,100%,100%,f,3,4,t,t,42.05049133,3.10751009,Entire home,Entire home/apt,9,2,3,7,297,2,1125,1,7,2,1125,2,212,t,0,0,0,222,6,0,0,4,4,4,5,5,5,5,t,3,3,0,0,0
122326504,"Platja d'Aro, Spain",within a day,90%,98%,f,147,283,t,t,41.81793,3.06971,Entire rental unit,Entire home/apt,4,1,1,2,93,1,365,7,7,999,999,7,999,t,27,57,87,332,3,0,0,4,5,5,5,4,5,5,t,136,136,0,0,0
122338166,"Lloret de Mar, Spain",within a day,100%,94%,f,64,64,t,f,41.6989,2.84039,Entire rental unit,Entire home/apt,5,1,1,4,101,2,1125,1,2,1125,1125,2,1125,t,23,53,83,298,0,0,0,5,5,5,5,5,5,4,f,64,64,0,0,1
128960448,,within an hour,93%,89%,f,1,1,t,t,41.82802,2.90266,Entire home,Entire home/apt,15,7,8,20,975,2,14,2,2,14,14,2,14,t,23,49,79,326,4,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0
55661114,"BesalÃº, Spain",within a day,100%,90%,t,1,1,t,t,42.19763,2.69786,Private room in condo,Private room,2,1,1,1,46,1,7,1,1,7,7,1,7,t,0,0,9,9,253,31,0,5,5,5,5,5,5,5,f,1,0,1,0,3
4629712,"Calella de Palafrugell, Spain",within an hour,100%,100%,f,99,165,t,t,41.89374,3.18307,Room in serviced apartment,Hotel room,6,1,3,4,149,1,1125,4,7,1125,1125,4,1125,t,0,0,0,101,2,0,0,4,4,4,5,5,4,4,t,92,84,0,0,0
4629712,"Calella de Palafrugell, Spain",within an hour,100%,100%,f,99,165,t,t,41.89162,3.1792,Entire loft,Entire home/apt,2,2,2,4,311,1,1125,4,7,1125,1125,4,1125,t,0,0,0,0,41,5,0,4,5,4,5,5,4,4,t,92,84,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85873,3.14796,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86071,3.1447,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,3,1,0,5,5,5,5,5,5,4,f,55,55,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86208,3.14551,Entire home,Entire home/apt,8,2,4,7,129,1,1125,7,7,1125,1125,7,1125,t,0,0,0,63,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86176,3.14657,Entire rental unit,Entire home/apt,6,1,2,4,78,1,1125,7,7,1125,1125,7,1125,t,0,0,0,64,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85973,3.147,Entire rental unit,Entire home/apt,6,1,2,4,88,1,1125,7,7,1125,1125,7,1125,t,0,0,0,77,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85994,3.14741,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,7,7,1125,1125,7,1125,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85836,3.14873,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,7,7,1125,1125,7,1125,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86078,3.14627,Entire home,Entire home/apt,9,2,4,4,311,1,1125,7,7,1125,1125,7,1125,t,0,0,0,0,2,1,0,4,4,4,4,4,4,4,f,55,55,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86068,3.14563,Entire rental unit,Entire home/apt,6,1,2,6,95,1,1125,7,7,1125,1125,7,1125,t,30,60,90,273,2,0,0,4,3,4,4,4,4,3,f,55,55,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86155,3.14629,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,7,7,1125,1125,7,1125,t,0,0,0,0,3,0,0,4,5,5,5,5,5,3,f,55,55,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.85911,3.14737,Entire rental unit,Entire home/apt,6,2,2,4,311,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,2,1,0,4,2,4,4,4,5,2,f,55,55,0,0,0
128662740,"Catalunya, Spain",within an hour,93%,84%,f,61,90,t,t,41.86171,3.14646,Entire rental unit,Entire home/apt,4,2,1,4,311,1,1125,7,7,1125,1125,7,1125,t,0,0,0,0,0,0,0,5,5,5,5,5,5,4,f,55,55,0,0,1
96425748,"Barcelona, Spain",within an hour,100%,100%,f,1,1,t,t,42.3457,3.2074,Entire home,Entire home/apt,6,2,3,6,395,2,30,2,6,1125,1125,2,1125,t,28,58,88,322,54,7,0,5,5,5,5,5,5,5,f,1,1,0,0,1
23324405,"L'Escala, Spain",within an hour,100%,92%,f,72,73,t,t,42.1154,3.13698,Entire rental unit,Entire home/apt,5,1,2,4,125,4,1125,3,4,1125,1125,4,1125,t,29,58,58,184,36,5,0,5,5,5,5,5,5,5,f,69,69,0,0,0
129121945,Spain,within an hour,93%,50%,f,1,1,t,t,41.96071,3.22656,Entire rental unit,Entire home/apt,4,1,1,1,95,7,21,7,7,21,21,7,21,t,27,57,87,362,25,4,0,5,5,4,4,4,5,4,f,1,1,0,0,0
124059914,,within an hour,100%,91%,t,1,1,t,t,42.41138,2.99726,Entire home,Entire home/apt,4,1,2,3,93,2,1125,2,2,1125,1125,2,1125,t,19,49,79,354,61,8,1,5,5,5,5,5,5,5,f,1,1,0,0,1
